ASX Code,Security Group Code,Issuer Name Full,Product Description Abbrev,Last Price ($),Business Date
SHLSWB,WAR,SONIC HEALTHCARE LIMITED,WBC 11.2263 JUN24 IW,23.46,20210223
SIGKOB,WAR,SIGMA COMPANY LIMITED.,CTW 0.5048 MINIL    ,0.455,20171229
SIQKOB,WAR,SMARTGROUP CORPORATION LTD,CTW 4.6656 MINIL    ,3.21,20230623
SIQKOC,WAR,SMARTGROUP CORPORATION LTD,CTW 3.6557 MINIL    ,3.16,20230502
SLRJOB,WAR,SILVER LAKE RESOURCES LIMITED,CTW NOV32 0.5961 IM ,0.375,20230627
SLRJOC,WAR,SILVER LAKE RESOURCES LIMITED,CTW MAR25 0.7274 IM ,0.275,20230621
SOLKOA,WAR,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,CTW 20.7532 MINIL   ,11.79,20230609
SOLKOB,WAR,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,CTW 23.4028 MINIL   ,10.28,20230529
SOLKOC,WAR,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,CTW 26.0292 MINIL   ,13.93,20230203
FXUKOZ,WAR,FX MINI,CTW 0.7341 MINIS    ,10,20230626
FXUMOE,WAR,FX MINI,CTW 0.5691 MINIL    ,21.52,20221117
FXUMOP,WAR,FX MINI,CTW 0.7514 MINIS    ,7.09,20230203
FXUMOQ,WAR,FX MINI,CTW 0.7622 MINIS    ,-,-
FXUMOW,WAR,FX MINI,CTW 0.7703 MINIS    ,20.7,20220630
FXUQOP,WAR,FX MINI,CTW 0.721 MINIS     ,7.95,20230626
FXYKOA,WAR,FX MINI,CTW 92.2405 MINIL   ,3.07,20230307
FXYKOE,WAR,FX MINI,CTW 86.3937 MINIL   ,9.31,20230331
FXYKOF,WAR,FX MINI,CTW 82.5108 MINIL   ,15.65,20230118
SPKKOA,WAR,SPARK NEW ZEALAND LIMITED,CTW 3.0635 MINIL    ,-,-
SPKKOB,WAR,SPARK NEW ZEALAND LIMITED,CTW 3.681 MINIL     ,1.215,20230501
SPKKOC,WAR,SPARK NEW ZEALAND LIMITED,CTW 2.4866 MINIL    ,-,-
STOIOB,WAR,SANTOS LIMITED,CTW NOV23 4.25 R I W,3.34,20230627
STOIOE,WAR,SANTOS LIMITED,CTW SEP23 3.75 R I W,3.87,20230524
STOJOA,WAR,SANTOS LIMITED,CTW SEP25 3.2959 IM ,4.24,20230525
STOJOB,WAR,SANTOS LIMITED,CTW MAR25 4.8816 IM ,2.47,20230623
STOJOC,WAR,SANTOS LIMITED,CTW JUL32 5.6128 IM ,2.16,20230620
STOJOD,WAR,SANTOS LIMITED,CTW NOV32 3.8173 IM ,3.22,20230503
STOJOE,WAR,SANTOS LIMITED,CTW NOV32 5.3442 IM ,1.91,20230613
STOKOA,WAR,SANTOS LIMITED,CTW 1.3254 MINIL    ,5.67,20211020
STOKOB,WAR,SANTOS LIMITED,CTW 4.9814 MINIL    ,2.77,20230620
STOKOC,WAR,SANTOS LIMITED,CTW 3.3423 MINIL    ,-,-
STOKOE,WAR,SANTOS LIMITED,CTW 2.3241 MINIL    ,3.93,20210728
STOKOF,WAR,SANTOS LIMITED,CTW 1.63 MINIL      ,4.45,20210812
STOKOG,WAR,SANTOS LIMITED,CTW 2.9674 MINIL    ,4.31,20230303
STOKOH,WAR,SANTOS LIMITED,CTW 5.0928 MINIL    ,2.46,20230630
STOKOI,WAR,SANTOS LIMITED,CTW 5.7165 MINIL    ,1.57,20230623
STOKOJ,WAR,SANTOS LIMITED,CTW 4.3997 MINIL    ,2.87,20230421
STOKOK,WAR,SANTOS LIMITED,CTW 5.5458 MINIL    ,1.745,20230626
STOKOL,WAR,SANTOS LIMITED,CTW 5.0209 MINIL    ,2.1,20221215
STOKOM,WAR,SANTOS LIMITED,CTW 4.496 MINIL     ,3.2,20230620
STOKON,WAR,SANTOS LIMITED,CTW 3.9711 MINIL    ,3.44,20230307
STOSOA,WAR,SANTOS LIMITED,CTW 3.0464 NOV24 IW ,4.52,20230623
STOSWB,WAR,SANTOS LIMITED,WBC 3.0103 JUN24 IW ,4.74,20220211
STWIOE,WAR,SPDR S&P/ASX 200 FUND,CTW SEP23 35.00 R IW,35.25,20230203
STWJOA,WAR,SPDR S&P/ASX 200 FUND,CTW APR24 45.3002 IM,20.31,20230628
STWJOB,WAR,SPDR S&P/ASX 200 FUND,CTW SEP25 32.9586 IM,33.05,20230529
STWSO1,WAR,SPDR S&P/ASX 200 FUND,CTW NOV32 32.5651 IW,-,-
STWSO4,WAR,SPDR S&P/ASX 200 FUND,CTW FEB25 18.3794 IW,43.79,20221110
STWSO5,WAR,SPDR S&P/ASX 200 FUND,CTW FEB25 29.5129 IW,35.36,20230630
STWSOA,WAR,SPDR S&P/ASX 200 FUND,CTW 31.2646 NOV24 IW,35.95,20230628
STWSOB,WAR,SPDR S&P/ASX 200 FUND,CTW 40.6978 NOV24 IW,19.41,20200625
STWSOC,WAR,SPDR S&P/ASX 200 FUND,CTW 29.4836 FEB26 IW,36.06,20230321
STWSOD,WAR,SPDR S&P/ASX 200 FUND,CTW 48.3971 FEB26 IW,-,-
STWSWB,WAR,SPDR S&P/ASX 200 FUND,WBC 21.5212 JUN24 IW,39.14,20220708
SULJOB,WAR,SUPER RETAIL GROUP LIMITED,CTW MAR25 4.7691 IM ,8.3,20230310
SULKOC,WAR,SUPER RETAIL GROUP LIMITED,CTW 7.6835 MINIL    ,5.8,20230421
SULKOD,WAR,SUPER RETAIL GROUP LIMITED,CTW 6.103 MINIL     ,3.05,20230516
SUNIOC,WAR,SUNCORP GROUP LIMITED,CTW NOV23 6.00 R I W,7.34,20230209
SUNIOE,WAR,SUNCORP GROUP LIMITED,CTW SEP23 6.50 R I W,5.77,20230323
SUNJOB,WAR,SUNCORP GROUP LIMITED,CTW MAR25 7.5785 IM ,5.4,20230524
SUNJOD,WAR,SUNCORP GROUP LIMITED,CTW MAR25 6.5746 IM ,6.14,20230519
SUNJOG,WAR,SUNCORP GROUP LIMITED,CTW MAR25 7.0207 IM ,6.23,20230213
SUNJOI,WAR,SUNCORP GROUP LIMITED,CTW MAR25 5.8356 IM ,6.62,20230512
SUNJOJ,WAR,SUNCORP GROUP LIMITED,CTW MAR25 4.7569 IM ,6.95,20220124
SUNKOA,WAR,SUNCORP GROUP LIMITED,CTW 10.2703 MINIL   ,2.01,20230404
SUNKOB,WAR,SUNCORP GROUP LIMITED,CTW 9.8307 MINIL    ,3.75,20230207
SUNKOD,WAR,SUNCORP GROUP LIMITED,CTW 7.6346 MINIL    ,4.68,20230317
SUNSO1,WAR,SUNCORP GROUP LIMITED,CTW SEP25 3.6791 IW ,8.46,20230123
SUNSO4,WAR,SUNCORP GROUP LIMITED,CTW FEB25 5.6168 IW ,7.1,20230213
SUNSOA,WAR,SUNCORP GROUP LIMITED,CTW 4.197 NOV24 IW  ,7,20220202
SUNSOB,WAR,SUNCORP GROUP LIMITED,CTW 4.7226 JUL25 IW ,6.93,20220809
SUNSOC,WAR,SUNCORP GROUP LIMITED,CTW 7.5873 MAY28 IW ,-,-
SUNSWB,WAR,SUNCORP GROUP LIMITED,WBC 4.742 JUN24 IW  ,6.12,20210413
SVWKOB,WAR,SEVEN GROUP HOLDINGS LIMITED,CTW 11.9844 MINIL   ,13.2,20230616
SVWKOC,WAR,SEVEN GROUP HOLDINGS LIMITED,CTW 19.1587 MINIL   ,7.97,20220701
SWMJOA,WAR,SEVEN WEST MEDIA LIMITED,CTW MAR25 0.1915 IM ,0.215,20230616
SYISOA,WAR,SPDR MSCI AUSTRALIA SELECT HIGH DIVIDEND YIELD FUND,CTW 17.3017 FEB26 IW,-,-
SYISWB,WAR,SPDR MSCI AUSTRALIA SELECT HIGH DIVIDEND YIELD FUND,WBC 7.0043 JUN24 IW ,20.61,20230614
TAHJOA,WAR,TABCORP HOLDINGS LIMITED,CTW NOV32 0.5438 IM ,0.57,20230517
TAHJOB,WAR,TABCORP HOLDINGS LIMITED,CTW NOV32 0.7739 IM ,0.335,20230511
TAHJOE,WAR,TABCORP HOLDINGS LIMITED,CTW MAR25 0.7634 IM ,0.33,20230502
TAHJOF,WAR,TABCORP HOLDINGS LIMITED,CTW MAR25 0.5465 IM ,0.48,20221114
TAHKOA,WAR,TABCORP HOLDINGS LIMITED,CTW 0.3804 MINIL    ,0.64,20230330
TAHKOB,WAR,TABCORP HOLDINGS LIMITED,CTW 0.1995 MINIL    ,-,-
TAHKOF,WAR,TABCORP HOLDINGS LIMITED,CTW 0.5877 MINIL    ,0.455,20221118
TAHSOA,WAR,TABCORP HOLDINGS LIMITED,CTW 2.2347 NOV24 IW ,3.4,20220331
TCLBOA,WAR,TRANSURBAN GROUP,CTW JUL23 TCL BONUS ,14.71,20230216
TCLJOC,WAR,TRANSURBAN GROUP,CTW SEP25 9.3021 IM ,5.13,20230613
TCLJOD,WAR,TRANSURBAN GROUP,CTW NOV32 7.394 IM  ,7.1,20230607
TCLJOE,WAR,TRANSURBAN GROUP,CTW NOV32 10.3537 IM,4.11,20230207
TCLJOF,WAR,TRANSURBAN GROUP,CTW FEB33 5.6839 IM ,-,-
TCLJOG,WAR,TRANSURBAN GROUP,CTW FEB33 8.1552 IM ,6.39,20230525
TCLKOB,WAR,TRANSURBAN GROUP,CTW 10.7255 MINIL   ,3.57,20230316
TCLKOC,WAR,TRANSURBAN GROUP,CTW 10.263 MINIL    ,3.99,20221128
TCLSOA,WAR,TRANSURBAN GROUP,CTW 6.7282 JUL25 IW ,6.69,20221006
TCLSOB,WAR,TRANSURBAN GROUP,CTW 8.8982 MAY28 IW ,-,-
TCLSWB,WAR,TRANSURBAN GROUP,WBC 5.7357 JUN24 IW ,8.44,20221118
TLCJOA,WAR,THE LOTTERY CORPORATION LIMITED,CTW JUL32 3.2585 IM ,1.715,20230512
TLCJOB,WAR,THE LOTTERY CORPORATION LIMITED,CTW JUL32 2.5596 IM ,-,-
TLCSO1,WAR,THE LOTTERY CORPORATION LIMITED,CTW JUL32 2.7139 IW ,2.42,20230630
TLCSO2,WAR,THE LOTTERY CORPORATION LIMITED,CTW JUL32 2.1547 IW ,2.24,20220727
TLSIOB,WAR,TELSTRA GROUP LIMITED,CTW NOV23 2.00 R I W,2.33,20230322
TLSIOD,WAR,TELSTRA GROUP LIMITED,CTW 3.25 NOV23 IW   ,1.22,20230124
TLSIOE,WAR,TELSTRA GROUP LIMITED,CTW SEP23 2.25 R I W,2.15,20230623
TLSJOA,WAR,TELSTRA GROUP LIMITED,CTW SEP25 1.4291 IM ,2.64,20230302
TLSJOB,WAR,TELSTRA GROUP LIMITED,CTW NOV32 2.0707 IM ,-,-
TLSJOC,WAR,TELSTRA GROUP LIMITED,CTW JUL32 2.1076 IM ,2.2,20230404
TLSJOE,WAR,TELSTRA GROUP LIMITED,CTW NOV32 2.897 IM  ,1.43,20230609
TLSJOF,WAR,TELSTRA GROUP LIMITED,CTW FEB33 1.8329 IM ,2.26,20230302
TLSJOG,WAR,TELSTRA GROUP LIMITED,CTW FEB33 2.9552 IM ,1.38,20230503
TLSJOH,WAR,TELSTRA GROUP LIMITED,CTW FEB33 2.5537 IM ,1.8,20230629
TLSKOA,WAR,TELSTRA GROUP LIMITED,CTW 3.6813 MINIL    ,0.915,20230315
TLSKOB,WAR,TELSTRA GROUP LIMITED,CTW 3.4369 MINIL    ,1.755,20230302
TLSKOC,WAR,TELSTRA GROUP LIMITED,CTW 3.3624 MINIL    ,0.95,20230413
TLSKOE,WAR,TELSTRA GROUP LIMITED,CTW 3.5644 MINIL    ,0.78,20230608
TLSKOF,WAR,TELSTRA GROUP LIMITED,CTW 2.6756 MINIL    ,1.415,20221216
TLSKOG,WAR,TELSTRA GROUP LIMITED,CTW 2.7889 MINIL    ,1.915,20230315
TLSKOH,WAR,TELSTRA GROUP LIMITED,CTW 2.2847 MINIL    ,2.01,20230417
TLSKOJ,WAR,TELSTRA GROUP LIMITED,CTW 2.1149 MINIL    ,1.81,20220718
TLSKOL,WAR,TELSTRA GROUP LIMITED,CTW 3.0621 MINIL    ,0.93,20230106
TLSKOM,WAR,TELSTRA GROUP LIMITED,CTW 1.9876 MINIL    ,0.925,20201222
TLSSO2,WAR,TELSTRA GROUP LIMITED,CTW JAN32 2.1252 IW ,2.18,20230630
TLSSO4,WAR,TELSTRA GROUP LIMITED,CTW FEB33 1.7249 IW ,2.42,20230227
TLSSO5,WAR,TELSTRA GROUP LIMITED,CTW FEB33 1.4057 IW ,2.96,20230508
TLSSOA,WAR,TELSTRA GROUP LIMITED,CTW 1.5506 JUL25 IW ,2.43,20210902
TLSSOB,WAR,TELSTRA GROUP LIMITED,CTW 2.6068 NOV24 IW ,1.905,20230329
TLSSOC,WAR,TELSTRA GROUP LIMITED,CTW 2.1043 NOV24 IW ,2.32,20230309
TLSSOD,WAR,TELSTRA GROUP LIMITED,CTW 2.0217 JUN27 IW ,-,-
TLSSOE,WAR,TELSTRA GROUP LIMITED,CTW 2.254 JUN27 IW  ,-,-
TLSSOF,WAR,TELSTRA GROUP LIMITED,CTW 2.9506 JUN27 IW ,1.945,20230525
TLSSOG,WAR,TELSTRA GROUP LIMITED,CTW 3.0668 JUN27 IW ,-,-
TLSSWB,WAR,TELSTRA GROUP LIMITED,WBC 1.379 JUN24 IW  ,2.55,20221003
TNEJOA,WAR,TECHNOLOGY ONE LIMITED,CTW JUL24 2.7263 IM ,13.4,20230608
TNEJOB,WAR,TECHNOLOGY ONE LIMITED,CTW JUL24 5.9049 IM ,9.65,20230622
TNEKOB,WAR,TECHNOLOGY ONE LIMITED,CTW 11.9539 MINIL   ,4.67,20230601
TNEKOD,WAR,TECHNOLOGY ONE LIMITED,CTW 6.1547 MINIL    ,9.6,20230523
TPGJOA,WAR,TPG TELECOM LIMITED.,CTW FEB33 2.3683 IM ,-,-
TPGJOC,WAR,TPG TELECOM LIMITED.,CTW MAY26 3.3737 IM ,1.55,20230629
TPGKOE,WAR,TPG TELECOM LIMITED.,CTW 2.9388 MINIL    ,1.31,20210914
TPGKOF,WAR,TPG TELECOM LIMITED.,CTW 2.1147 MINIL    ,-,-
TWEJOA,WAR,TREASURY WINE ESTATES LIMITED,CTW JUL32 6.5483 IM ,4.72,20230627
TWEJOB,WAR,TREASURY WINE ESTATES LIMITED,CTW FEB25 5.2166 IM ,9.21,20230127
TYRKOC,WAR,TYRO PAYMENTS LIMITED,CTW 0.4459 MINIL    ,0.7,20230630
UMGKOB,WAR,UNITED MALT GROUP LIMITED,CTW 2.4943 MINIL    ,2.02,20230427
UMGKOC,WAR,UNITED MALT GROUP LIMITED,CTW 2.7781 MINIL    ,-,-
UMGKOD,WAR,UNITED MALT GROUP LIMITED,CTW 3.0514 MINIL    ,-,-
UMGKOE,WAR,UNITED MALT GROUP LIMITED,CTW 3.4571 MINIL    ,-,-
VASJOA,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW JAN32 43.1191 IM,51.01,20230124
VASSO1,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW NOV32 45.0448 IW,-,-
VASSO3,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW MAR25 26.4695 IW,60.27,20230104
VASSOA,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 40.5806 FEB26 IW,51.2,20230531
VASSOC,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 50.7288 FEB26 IW,42.69,20230627
VASSOE,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 46.3038 NOV24 IW,40.9,20220627
VASSOF,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 66.7994 FEB26 IW,34.02,20230222
VASSOG,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 46.0136 JUN27 IW,49.62,20230630
VASSOH,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 43.6913 JUN27 IW,-,-
VASSOI,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 57.2875 JUN27 IW,41.75,20230601
VASSOJ,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 66.9151 JUN27 IW,-,-
VASSOK,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 64.5928 JUN27 IW,-,-
VASSOL,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 69.2375 JUN27 IW,-,-
VASSOM,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 47.8865 MAY28 IW,-,-
VASSON,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,CTW 53.306 MAY28 IW ,-,-
VASSWB,WAR,VANGUARD AUSTRALIAN SHARES INDEX ETF,WBC 29.9831 JUN24 IW,61.24,20230614
VCXKOA,WAR,VICINITY CENTRES,CTW 1.5664 MINIL    ,-,-
VCXKOC,WAR,VICINITY CENTRES,CTW 0.4632 MINIL    ,1.04,20210805
VEAJOA,WAR,VEDA ADVANTAGE LIMITED,CTW JUL24 2.1669 IM ,0.9,20230620
VEAJOB,WAR,VEDA ADVANTAGE LIMITED,CTW JUL24 0.9617 IM ,0.285,20200313
VEAJOT,WAR,VEDA ADVANTAGE LIMITED,CTW MAR25 1.2777 IM ,1.86,20230306
VEAKOA,WAR,VEDA ADVANTAGE LIMITED,CTW 0.7994 MINIL    ,1.35,20211015
VEUSOB,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 33.8386 NOV24 IW,46.62,20230324
VEUSOC,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 42.5408 FEB26 IW,41.11,20230623
VEUSOE,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 60.1879 NOV24 IW,26.32,20220328
VEUSOF,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 37.4169 JUL25 IW,46.79,20230629
VEUSOG,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 67.3918 FEB26 IW,25.09,20220517
VEUSOH,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 41.7475 JUN27 IW,43.92,20230626
VEUSOI,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 40.5863 JUN27 IW,44.3,20230404
VEUSOJ,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 39.425 JUN27 IW ,46.46,20230630
VEUSOK,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 59.1653 JUN27 IW,35.42,20230420
VEUSOL,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 61.4877 JUN27 IW,-,-
VEUSOM,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 56.843 JUN27 IW ,-,-
VEUSON,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 43.8212 MAY28 IW,-,-
VEUSOO,WAR,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF,CTW 51.4085 MAY28 IW,-,-
VHYJOA,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW MAR25 36.3696 IM,31.25,20230622
VHYJOB,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW MAR25 30.308 IM ,35.76,20230626
VHYJOC,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW MAR25 24.2464 IM,39.13,20220930
VHYJOD,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW JAN32 43.1191 IM,24.32,20230630
VHYSO1,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW SEP25 26.3801 IW,38.85,20230328
VHYSO3,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW MAR25 17.5398 IW,48.31,20221111
VHYSOA,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW 27.845 FEB26 IW ,40.41,20230530
VHYSOB,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW 27.6294 NOV24 IW,31.78,20210107
VHYSOC,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW 28.4897 MAY28 IW,-,-
VHYSOD,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW 27.2198 NOV24 IW,33.36,20200220
VHYSOE,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW 20.7194 JUL25 IW,49.59,20230616
VHYSOF,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW 36.077 MAY28 IW ,-,-
VHYSOG,WAR,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF,CTW 42.5804 MAY28 IW,-,-
VTSSO1,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW NOV32 152.1802IW,-,-
VTSSOB,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 151.6735 NOV24IW,188.51,20230630
VTSSOC,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 184.7559 FEB26IW,164.82,20230630
VTSSOD,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 129.9443 JUL25IW,201.4,20230623
VTSSOE,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 248.39 FEB26IW  ,113.32,20230619
VTSSOF,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 163.8336 JUN27IW,189.24,20230630
VTSSOG,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 158.0276 JUN27IW,193.26,20230630
VTSSOH,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 169.6396 JUN27IW,-,-
VTSSOI,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 227.6992 JUN27IW,-,-
VTSSOJ,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 233.5052 JUN27IW,-,-
VTSSOK,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 221.8933 JUN27IW,146.66,20230525
VTSSOL,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 134.6311 MAY28IW,-,-
VTSSOM,WAR,VANGUARD US TOTAL MARKET SHARES INDEX ETF,CTW 164.9803 MAY28IW,-,-
VUKJOA,WAR,VIRGIN MONEY UK PLC,CTW SEP25 0.8828 IM ,2.25,20211210
VUKJOB,WAR,VIRGIN MONEY UK PLC,CTW MAR25 0.7269 IM ,2.4,20221201
VUKKOA,WAR,VIRGIN MONEY UK PLC,CTW 2.0099 MINIL    ,0.78,20230628
VUKKOB,WAR,VIRGIN MONEY UK PLC,CTW 2.2978 MINIL    ,-,-
VUKKOE,WAR,VIRGIN MONEY UK PLC,CTW 1.8604 MINIL    ,0.68,20230320
VUKKOF,WAR,VIRGIN MONEY UK PLC,CTW 1.4912 MINIL    ,1.39,20230420
WBCBOA,WAR,WESTPAC BANKING CORPORATION,CTW JUL23 WBC BONUS ,21.53,20230606
WBCIOB,WAR,WESTPAC BANKING CORPORATION,CTW NOV23 13.00 R IW,8.67,20230619
WBCIOD,WAR,WESTPAC BANKING CORPORATION,CTW 20.00 NOV23 IW  ,2.76,20230607
WBCIOE,WAR,WESTPAC BANKING CORPORATION,CTW SEP23 12.00 R IW,9.28,20230526
WBCJOA,WAR,WESTPAC BANKING CORPORATION,CTW JUL32 7.6773 IM ,-,-
WBCJOB,WAR,WESTPAC BANKING CORPORATION,CTW NOV23 14.2382 IM,7.19,20230628
WBCJOC,WAR,WESTPAC BANKING CORPORATION,CTW NOV32 12.7173 IM,8.32,20230622
WBCJOD,WAR,WESTPAC BANKING CORPORATION,CTW MAR25 9.6944 IM ,11.45,20230523
WBCJOE,WAR,WESTPAC BANKING CORPORATION,CTW FEB25 12.2933 IM,9.01,20230630
WBCJOF,WAR,WESTPAC BANKING CORPORATION,CTW MAR25 8.4826 IM ,11.68,20220622
WBCJOG,WAR,WESTPAC BANKING CORPORATION,CTW NOV32 17.80 IM  ,3.68,20230629
WBCKOA,WAR,WESTPAC BANKING CORPORATION,CTW 4.0944 MINIL    ,14.83,20210115
WBCKOB,WAR,WESTPAC BANKING CORPORATION,CTW 17.813 MINIL    ,3.29,20230627
WBCKOC,WAR,WESTPAC BANKING CORPORATION,CTW 15.2528 MINIL   ,4.95,20230403
WBCKOE,WAR,WESTPAC BANKING CORPORATION,CTW 17.3118 MINIL   ,4.02,20230630
WBCKOF,WAR,WESTPAC BANKING CORPORATION,CTW 18.451 MINIL    ,2.66,20230605
WBCKOH,WAR,WESTPAC BANKING CORPORATION,CTW 15.7355 MINIL   ,5.75,20230620
WBCKOK,WAR,WESTPAC BANKING CORPORATION,CTW 16.7441 MINIL   ,4.54,20230621
WBCKOO,WAR,WESTPAC BANKING CORPORATION,CTW 14.4193 MINIL   ,9.15,20230203
WBCMOB,WAR,WESTPAC BANKING CORPORATION,CTW 16.1962 MINIL   ,5.14,20230630
WBCSO1,WAR,WESTPAC BANKING CORPORATION,CTW MAR25 8.2632 IW ,14.78,20221212
WBCSO2,WAR,WESTPAC BANKING CORPORATION,CTW SEP25 6.2665 IW ,17.4,20210817
WBCSO3,WAR,WESTPAC BANKING CORPORATION,CTW MAY26 13.2444 IW,6.97,20230608
WBCSO4,WAR,WESTPAC BANKING CORPORATION,CTW NOV32 12.0087 IW,9.38,20230303
WBCSOA,WAR,WESTPAC BANKING CORPORATION,CTW 6.9404 JUL25 IW ,15.89,20230215
WBCSOB,WAR,WESTPAC BANKING CORPORATION,CTW 16.0296 NOV24 IW,6.79,20220913
WBCSOC,WAR,WESTPAC BANKING CORPORATION,CTW 12.4234 NOV24 IW,9.9,20221007
WBCSOD,WAR,WESTPAC BANKING CORPORATION,CTW 11.5434 FEB26 IW,10.56,20230504
WBCSOE,WAR,WESTPAC BANKING CORPORATION,CTW 17.9279 FEB26 IW,7.35,20230622
WBCSOF,WAR,WESTPAC BANKING CORPORATION,CTW 12.4819 JUN27 IW,11.14,20230619
WBCSOG,WAR,WESTPAC BANKING CORPORATION,CTW 13.643 JUN27 IW ,12.37,20221014
WBCSOH,WAR,WESTPAC BANKING CORPORATION,CTW 18.2879 JUN27 IW,-,-
WBCSOI,WAR,WESTPAC BANKING CORPORATION,CTW 19.4491 JUN27 IW,8.66,20230508
WBCSOJ,WAR,WESTPAC BANKING CORPORATION,CTW 13.0068 MAY28 IW,-,-
WDISO2,WAR,SPDR S&P GLOBAL DIVIDEND FUND,CTW SEP25 4.5832 IW ,-,-
WDSIOB,WAR,WOODSIDE ENERGY GROUP LTD,CTW NOV23 18.00 R IW,17.6,20230412
WDSIOD,WAR,WOODSIDE ENERGY GROUP LTD,CTW 28.00 NOV23 IW  ,11.08,20230105
WDSIOE,WAR,WOODSIDE ENERGY GROUP LTD,CTW SEP23 17.00 R IW,19.15,20230616
WDSJOA,WAR,WOODSIDE ENERGY GROUP LTD,CTW MAR25 14.9964 IM,19.28,20230629
WDSJOB,WAR,WOODSIDE ENERGY GROUP LTD,CTW MAR25 11.9228 IM,22.29,20230613
WDSJOC,WAR,WOODSIDE ENERGY GROUP LTD,CTW SEP25 24.4813 IM,10.1,20230630
WDSJOD,WAR,WOODSIDE ENERGY GROUP LTD,CTW JUL32 20.5696 IM,13.39,20230628
WDSJOE,WAR,WOODSIDE ENERGY GROUP LTD,CTW NOV32 19.076 IM ,15.03,20230627
WDSJOF,WAR,WOODSIDE ENERGY GROUP LTD,CTW NOV32 26.7001 IM,7.11,20230626
WDSKOA,WAR,WOODSIDE ENERGY GROUP LTD,CTW 13.4825 MINIL   ,21.2,20230207
WDSKOB,WAR,WOODSIDE ENERGY GROUP LTD,CTW 24.4606 MINIL   ,10.3,20230413
